"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"restaurant (nearest)";"restaurant address";"restaurant latitude";"restaurant longitude";"distance"
"Madrid-Capital";"28046674";"E MUN.MUSICA";"EL CAPRICHO";"Calle De Joaquín Ibarra, 28 ";"Madrid";"Barajas";"28042";"917434646";"917434726";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046674";"em.elcapricho.madrid@educa.madrid.org";"Rodilla Plenilunio";"CC.Plenilunio, Aracne local 210 2ª  Planta, 28022, MADRID";"40.447127";"-3.587358";"1.2535086266251583"
"Madrid-Sur";"28046716";"E MUN.MUSICA";"ENRIQUE GARCIA ASENSIO";"Calle San Antón ";"Parla";"-";"28982";"916997508";"916054446";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046716";"em.garciaasensio.parla@educa.madrid.org";"Rodilla Fuenlabrada";"C.C. Plaza de la Estación, C/ Rumanía Local 2 / T, 28944, FUENLABRADA";"40.282895";"-3.801599";"5.568560068309017"
"Madrid-Oeste";"28034325";"E MUN.MUSICA";"ENRIQUE GRANADOS";"Calle Norias, 29 ";"Majadahonda";"-";"28221";"916349119";"916349118";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034325";"em.enriquegranados.majadahonda@educa.madrid.org";"Rodilla Majadahonda";"C/ Doctor Calero Nº 14, 28220, Majadahonda";"40.473826";"-3.871888";"0.4717612846860195"
"Madrid-Capital";"28040301";"E MUN.MUSICA";"FEDERICO CHUECA";"Calle De Benita Ávila, 23 ";"Madrid";"Hortaleza";"28043";"913882340";"917597177";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040301";"em.federicochueca.madrid@educa.madrid.org";"Rodilla Hortaleza";"C/Gran vía de Hortaleza s/n Local 206-207, 28043, MADRID";"40.469684";"-3.641345";"0.9103056775788848"
"Madrid-Este";"28050057";"E MUN.MUSICA";"FUENTIDUEÑA DE TAJO";"Calle De Don Silvino Real, 7 ";"Fuentidueña de Tajo";"-";"28597";"0";"0";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050057";"em.fuentiduena@educa.madrid.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"38.839586828563384"
"Madrid-Oeste";"28046625";"E MUN.MUSICA";"GALAPAGAR";"Calle Guadarrama, 66 ";"Galapagar";"-";"28260";"918586473";"918586672";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046625";"em.galapagar@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"11.752747436100902"
"Madrid-Sur";"28046637";"E MUN.MUSICA";"GRIÑON";"Callejon Del Plantío ";"Griñón";"-";"28971";"918140186";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046637";"em.grinon@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"8.618621009364599"
"Madrid-Oeste";"28056588";"E MUN.MUSICA";"GUADARRAMA";"Calle De Los Herrenes ";"Guadarrama";"-";"28440";"918548008";"918543091";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056588";"em.guadarrama@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"23.295354328621535"
"Madrid-Capital";"28071140";"E MUN.MUSICA";"ISAAC ALBENIZ";"Calle De Alfonso Fernández ";"Madrid";"Carabanchel";"28044";"915115607";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071140";"null";"Rodilla Islazul";"C.C. Islazul, C/ Calderilla 1, local L 134/204 E, 28054, MADRID";"40.363959";"-3.737374";"1.5973988580006409"
"Madrid-Sur";"28034179";"E MUN.MUSICA";"JOAQUIN RODRIGO";"Calle Del Capitán Angosto Gómez Castrillón, 39 ";"Aranjuez";"-";"28300";"918924572";"918925000";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034179";"em.joaquinrodrigo.aranjuez@educa.madrid.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"0.15037772115240927"
"Madrid-Este";"28056606";"E MUN.MUSICA";"LOECHES";"Plaza Duquesa De Alba ";"Loeches";"-";"28890";"918862036";"918851136";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056606";"em.loeches@educa.madrid.org";"ECI ALCALA DE HENARES";"ECI Alcala de Henares Av. Juan Carlos I s/n, 28806, Alcala de Henares";"40.479153";"-3.401884";"10.377873249223997"
"Madrid-Oeste";"28071103";"E MUN.MUSICA";"LOS MOLINOS";"Calle Del Real, 8 ";"Molinos, Los";"-";"28460";"918551013";"918551017";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071103";"null";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"25.83435852388912"
"Madrid-Oeste";"28038951";"E MUN.MUSICA";"LUIGI BOCCHERINI";"Avenida De Isabel De Farnesio, 16 ";"Boadilla del Monte";"-";"28660";"916326035";"916331484";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038951";"em.carlossoto.boadilla@educa.madrid.org";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"0.8204556949169384"
"Madrid-Capital";"28041172";"E MUN.MUSICA";"MAESTRO BARBIERI";"Calle De Cestona, 5 ";"Madrid";"Usera";"28041";"913416040";"913417860";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041172";"em.maestrobarbieri.madrid@educa.madrid.org";"Rod. sodexo 12 Oct Kiosco";"Hops. Univ 12 Oct Edif Materno Infant Avd Cordoba, 28041, Madrid";"40.376504";"-3.698818";"1.3326323139724037"
"Madrid-Sur";"28039396";"E MUN.MUSICA";"MAESTRO GOMBAU";"Avenida De Las Ciudades, 37 ";"Getafe";"-";"28903";"916826195";"916839846";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039396";"em.maestrogombau.getafe@educa.madrid.org";"Rodilla ECI Bercial";"Avda. Comandante Jose Manuel Ripolle,s 2, 28903, Madrid";"40.330063";"-3.727416";"2.0956222286935797"
"Madrid-Sur";"28034167";"E MUN.MUSICA";"MANUEL DE FALLA";"Calle De Carballino, S/n ";"Alcorcón";"-";"28925";"916197900";"916112452";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034167";"em.manueldefalla.alcorcon@educa.madrid.org";"Rodilla Valderas";"C.C. San José de Valderas, A-5, KM 12.5  PB, 28925, Alcorcon";"40.357736";"-3.816295";"0.6742453376345191"
"Madrid-Sur";"28034180";"E MUN.MUSICA";"MANUEL RODRIGUEZ SALES";"Plaza Pablo Casals, 1 ";"Leganés";"-";"28911";"912489570";"912489552";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034180";"em.pablocasals.leganes@educa.madrid.org";"Rodilla Leganés";"C/ Madrid, 1, 28911, Leganes";"40.329416";"-3.766267";"0.7251360951801497"
"Madrid-Capital";"28057246";"E MUN.MUSICA";"MANUEL VAZQUEZ MONTALBAN";"Calle De Francos Rodríguez, 67 ";"Madrid";"Tetuán";"28039";"913980721";"913980722";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057246";"em.manuelvazquezmontalban.madrid@educa.madrid.org";"Rodilla Bravo Murillo 231";"C/ Bravo Murillo 231, 28020, Madrid";"40.457576";"-3.701633";"0.7708719092822652"
"Madrid-Capital";"28046704";"E MUN.MUSICA";"MARIA RODRIGO";"Calle De Mantuano, 51 ";"Madrid";"Chamartín";"28002";"915103754";"914134867";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046704";"em.nicolassalmeron.madrid@educa.madrid.org";"Rodilla Concha Espina 69";"Av. Concha Espina Nº 69, 28016, Madrid";"40.452048";"-3.678019";"0.4627445482291731"
"Madrid-Este";"28050069";"E MUN.MUSICA";"MECO";"Calle De Santa María De La Cabeza, 2 ";"Meco";"-";"28880";"918876553";"918861143";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050069";"em.meco@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"8.022995446812338"
"Madrid-Sur";"28058068";"E MUN.MUSICA";"MORALEJA DE ENMEDIO";"Calle Mirasierra, 61 ";"Moraleja de Enmedio";"-";"28950";"916004990";"916094343";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058068";"em.moraleja@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"4.236335426037031"
"Madrid-Este";"28050070";"E MUN.MUSICA";"MORATA DE TAJUÑA";"Calle De La Tarayuela, S/n ";"Morata de Tajuña";"-";"28530";"918730776";"918731477";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050070";"em.morata@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"13.840254895475557"
"Madrid-Este";"28050082";"E MUN.MUSICA";"NUEVO BAZTAN";"Calle Del Prado, 5 ";"Nuevo Baztán";"-";"28514";"918735011";"918725517";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050082";"em.nuevobaztan@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"16.837887074807274"
"Madrid-Este";"28050094";"E MUN.MUSICA";"ORUSCO DE TAJUÑA";"Calle José Cañaveras, S/n ";"Orusco de Tajuña";"-";"28570";"918724172";"918724855";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050094";"em.orusco@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"25.957004764455725"
"Madrid-Norte";"28067148";"E MUN.MUSICA";"PABLO SOROZABAL";"Travesia De Bustarviejo, 2 ";"Miraflores de la Sierra";"-";"28792";"918449141";"918443558";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067148";"em.pablosorozabal.miraflores@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"16.26292093679888"
"Madrid-Este";"28059930";"E MUN.MUSICA";"PARACUELLOS DE JARAMA";"Calle Ronda De Las Cuestas, 39 ";"Paracuellos de Jarama";"-";"28860";"916582773";"916580052";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059930";"em.paracuellos@educa.madrid.org";"Rodilla Aeropuerto Madrid Barajas T4";"Aeropuerto de Madrid T4 Local 12, 28042, Madrid";"40.484716";"-3.567925";"3.7168527155624136"
"Madrid-Norte";"28058071";"E MUN.MUSICA";"PEDREZUELA";"Plaza De La Constitución, 6 ";"Pedrezuela";"-";"28723";"918433053";"918433037";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058071";"em.pedrezuela@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"16.89733842414056"
"Madrid-Este";"28048491";"E MUN.MUSICA";"PERALES DE TAJUÑA";"Calle Mayor Alta, 37 ";"Perales de Tajuña";"-";"28540";"918748004";"918749030";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048491";"em.perales@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"18.58716956565665"
"Madrid-Sur";"28041664";"E MUN.MUSICA";"PINTO";"Calle De La Sagrada Familia, 3 ";"Pinto";"-";"28320";"912483816";"912483718";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041664";"em.pinto@educa.madrid.org";"Rodilla Factory Getafe";"CC.Factory Getafe Local 58 Río Guadalquivir 15, 28906, GETAFE";"40.27256";"-3.6943";"3.529409224546854"
"Madrid-Oeste";"28040313";"E MUN.MUSICA";"POZUELO DE ALARCON";"Carretera Humera, 15 ";"Pozuelo de Alarcón";"-";"28224";"917156062";"913521459";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040313";"em.pozuelodealarcon@educa.madrid.org";"Rodilla Pozuelo";"Via de las Dos Castillas 15, 28224, Pozuelo de Alarcón";"40.434126";"-3.797848";"1.2970426941038287"
"Madrid-Este";"28046731";"E MUN.MUSICA";"RIVAS-VACIAMADRID";"Plaza De La Constitución, S/n ";"Rivas-Vaciamadrid";"-";"28529";"916602730";"916602726";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046731";"em.rivas@educa.madrid.org";"Rodilla Las Lagunas Rivas";"CC Las Lagunas,Local EA6., 28522, MADRID";"40.355938";"-3.547338";"0.10069928941475181"
"Madrid-Oeste";"28056621";"E MUN.MUSICA";"ROBLEDO DE CHAVELA";"Plaza De España, 1 ";"Robledo de Chavela";"-";"28294";"918995961";"918998545";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056621";"em.robledo@educa.madrid.org";"Rodilla Gran Plaza 2";"C/ De Los Químicos - Local AR01, 28222, MAJADAHONDA";"40.49153";"-3.899175";"28.75973432000677"
"Madrid-Sur";"28046765";"E MUN.MUSICA";"SAN MARTIN DE VALDEIGLESIAS";"Calle Del General Martínez Benito, 4 ";"San Martín de Valdeiglesias";"-";"28680";"918611066";"918610846";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046765";"em.sanmartindevaldeiglesias@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"40.53947337608158"
"Madrid-Sur";"28065693";"E MUN.MUSICA";"SERRANILLOS DEL VALLE";"Calle De Los Magnolios, 3 ";"Serranillos del Valle";"-";"28979";"-";"918104273";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065693";"em.serranillos@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"10.181124874775325"
"Madrid-Oeste";"28048506";"E MUN.MUSICA";"S.LORENZO DE EL ESCORIAL";"Calle Vista Bella, 5 ";"San Lorenzo de El Escorial";"-";"28200";"918960103";"918902571";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048506";"em.elescorial@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"22.008574314712742"
"Madrid-Este";"28041688";"E MUN.MUSICA";"S.MARTIN DE LA VEGA";"Calle Del Maestro Rodrigo, 2 ";"San Martín de la Vega";"-";"28330";"918947366";"918947200";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041688";"em.sanmartindelavega@educa.madrid.org";"Rodilla Valdemoro";"C/ Estrella de Elola 12, 28340, VALDEMORO";"40.19156";"-3.678167";"9.149872846010688"
"Madrid-Norte";"28048543";"E MUN.MUSICA";"SOTO DEL REAL";"Calle Orden-prado Real, 10 ";"Soto del Real";"-";"28791";"918476004";"918478141";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048543";"em.soto@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"9.622604287051143"
"Madrid-Norte";"28046777";"E MUN.MUSICA";"S.SEBASTIAN DE LOS REYES";"Avenida De Baunatal, 18 ";"San Sebastián de los Reyes";"-";"28701";"916588990";"916535581";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046777";"em.sansebastian@educa.madrid.org";"Rodilla Plaza Norte Kiosco";"CC. Pza. Norte 2 local A67 (KIOSCO), 28703, San Sebastián de los Reyes";"40.541129";"-3.614984";"2.0629278483301445"
"Madrid-Este";"28041706";"E MUN.MUSICA";"TORREJON DE ARDOZ";"Calle Hilados, 2 ";"Torrejón de Ardoz";"-";"28850";"916774480";"916774991";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041706";"em.torrejondeardoz@educa.madrid.org";"ECI ALCALA DE HENARES";"ECI Alcala de Henares Av. Juan Carlos I s/n, 28806, Alcala de Henares";"40.479153";"-3.401884";"6.272755777039509"
"Madrid-Sur";"28050100";"E MUN.MUSICA";"TORREJON DE LA CALZADA (ESC. MUN. MUSICA)";"Calle Veintisiete De Octubre ";"Torrejón de la Calzada";"-";"28991";"918160352";"918169077";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050100";"em.torrejondelacalzada@educa.madrid.org";"Rodilla Fuenlabrada";"C.C. Plaza de la Estación, C/ Rumanía Local 2 / T, 28944, FUENLABRADA";"40.282895";"-3.801599";"9.218661028738918"
"Madrid-Norte";"28050112";"E MUN.MUSICA";"TORRELAGUNA";"Calle Doctor Manuel Hidalgo Huertas, 2 ";"Torrelaguna";"-";"28180";"918431631";"918430077";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050112";"em.torrelaguna@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"26.704510403514323"
"Madrid-Oeste";"28040337";"E MUN.MUSICA";"TORRELODONES";"Calle Javier García De Leaniz, 9 ";"Torrelodones";"-";"28250";"918591047";"918590168";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040337";"em.torrelodones@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"7.945418109072629"
"Madrid-Norte";"28050124";"E MUN.MUSICA";"TORREMOCHA DE JARAMA";"Calle Del Canal De Isabel Ii, 18 ";"Torremocha de Jarama";"-";"28189";"918430019";"918431104";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050124";"em.torremocha@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"30.063240870844126"
"Madrid-Este";"28050136";"E MUN.MUSICA";"TORRES DE LA ALAMEDA (ESC. MUN. MUSICA)";"Calle De Las Escuelas, 8 ";"Torres de la Alameda";"-";"28813";"918868250";"918868313";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050136";"em.torres@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"8.962009367692172"
"Madrid-Norte";"28046807";"E MUN.MUSICA";"TRES CANTOS";"Plaza Del Ayuntamiento, 2 ";"Tres Cantos";"-";"28760";"912938133";"912938133";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046807";"em.trescantos@educa.madrid.org";"Rodilla Kiosco 3 cantos";"Avda. Labradores 9-11, 28760, Tres Cantos";"40.59935";"-3.709406";"0.16072935246630055"
"Madrid-Este";"28056631";"E MUN.MUSICA";"VALDARACETE";"Carretera M-404 (aranjuez-brea) ";"Valdaracete";"-";"28594";"918739590";"918739522";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056631";"em.valdaracete@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"31.792156981027155"
"Madrid-Sur";"28056643";"E MUN.MUSICA";"VALDEMORO";"Calle Pizarro ";"Valdemoro";"-";"28342";"918018876";"918099602";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056643";"em.valdemoro@educa.madrid.org";"Rodilla Valdemoro";"C/ Estrella de Elola 12, 28340, VALDEMORO";"40.19156";"-3.678167";"0.5406537963760805"
"Madrid-Este";"28048521";"E MUN.MUSICA";"VALDILECHA";"Calle Miguel De Cervantes, 4 ";"Valdilecha";"-";"28511";"918738381";"918738218";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048521";"em.valdilecha@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"19.919344692239413"
"Madrid-Capital";"28065361";"E MUN.MUSICA";"VICALVARO (ESC. MUN. MUSICA)";"Bulevar De Indalecio Prieto ";"Madrid";"Vicálvaro";"28032";"913016914";"913016960";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065361";"em.vicalvaro.madrid@educa.madrid.org";"Rodilla CC Las Rosas";"CC Las Rosas, Avda de Guadalajara 2 PA Local A5/T5, 28032, Madrid";"40.417969";"-3.621207";"1.9186567846523608"
"Madrid-Sur";"28056591";"E MUN.MUSICA";"VILLA DE HUMANES";"Calle De Estanislao Zazo, 32 ";"Humanes de Madrid";"-";"28970";"916042564";"916040119";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056591";"em.villa.humanes@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"4.130589172155794"
"Madrid-Capital";"28058032";"E MUN.MUSICA";"VILLA DE VALLECAS (ESC. MUN. MUSICA)";"Calle De Agustin Garcia Malla, 4 ";"Madrid";"Villa de Vallecas";"28031";"913013502";"913013503";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058032";"em.villadevallecas.madrid@educa.madrid.org";"Rodilla La Gavia";"C.C. La Gavia local A005, planta alta. c/ Adolfo Bioy Casares s/n, 28105, MADRID";"40.368854";"-3.598488";"2.1039183787811804"
"Madrid-Sur";"28050151";"E MUN.MUSICA";"VILLA DEL PRADO";"Plaza De Francisco Cales Otero, 1 ";"Villa del Prado";"-";"28630";"918620002";"918621095";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050151";"em.villadelprado@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"32.14134830248644"
"Madrid-Este";"28056655";"E MUN.MUSICA";"VILLALBILLA";"Avenida Dinamarca, 2 ";"Villalbilla";"-";"28810";"918792772";"918859011";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056655";"em.villalbilla@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"3.8380162061707863"
"Madrid-Este";"28065701";"E MUN.MUSICA";"VILLAR DEL OLMO";"Calle Carlos Ruiz, 9 ";"Villar del Olmo";"-";"28512";"918732161";"918732104";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065701";"em.villardelolmo@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"19.805437639506252"
"Madrid-Este";"28046819";"E MUN.MUSICA";"VILLAREJO DE SALVANES";"Calle De Luis De Requesens, 19 ";"Villarejo de Salvanés";"-";"28590";"918744002";"918744545";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046819";"em.villarejo@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"28.515561025755666"
"Madrid-Sur";"28048555";"E MUN.MUSICA";"VILLAVICIOSA DE ODON";"Calle Arroyo, 12 ";"Villaviciosa de Odón";"-";"28670";"916160053";"916160053";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048555";"em.villaviciosa@educa.madrid.org";"Rodilla Villavicosa Odon";"Avda Príncipe de Asturias, 131, 28670, Villaviciosa de Odón";"40.356444";"-3.902889";"0.4516427588531947"
"Madrid-Norte";"28041147";"E MUN. MUS-DANZA";"ALCOBENDAS";"Calle De Ruperto Chapí, 22 ";"Alcobendas";"-";"28100";"916597600";"916523215";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041147";"emd.alcobendas@educa.madrid.org";"Rodilla Diversia";"C.C Diversia, Avda. Bruselas, nº 21 y 23, Local 8, 28100, Alcobendas";"40.53054";"-3.638403";"1.9821994758788484"
"Madrid-Sur";"28064494";"E MUN. MUS-DANZA";"ALDEA DEL FRESNO";"Calle Vistillas ";"Aldea del Fresno";"-";"28620";"918633702";"915275822";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064494";"emd.aldeadelfresno@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"23.620539219851064"
"Madrid-Este";"28049997";"E MUN. MUS-DANZA";"BELMONTE DE TAJO";"Calle Tomás Díaz Vázquez, 8 ";"Belmonte de Tajo";"-";"28390";"918747215";"918747120";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049997";"em.belmonte@educa.madrid.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"25.416324331187585"
