"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Sur";"28028568";"IES";"MANUEL DE FALLA";"Avenida Olímpica, 16 ";"Móstoles";"-";"28935";"916171074";"916183941";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028568";"ies.manueldefalla.mostoles@educa.madrid.org";"";"478";"394";"366";"385";"429";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"295";"269";"270";"303";"347";"133";"125";"96";"82";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3281139";"-3.8837472"
"Madrid-Este";"28045037";"IES";"MANUEL DE FALLA";"Avenida De Manuel Azaña, 32 ";"Coslada";"-";"28822";"916691182";"916691492";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045037";"ies.manueldefalla.coslada@educa.madrid.org";"";"861";"889";"800";"828";"848";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"422";"479";"515";"546";"560";"271";"297";"285";"282";"288";"64";"43";"0";"0";"0";"90";"70";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"14";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"40.4168072";"-3.5543024"
"Madrid-Sur";"28038902";"IES";"MANUEL ELKIN PATARROYO";"Camino De La Cantueña, S/n ";"Parla";"-";"28982";"916986111";"916054219";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038902";"ies.manuelelkinpatarroyo.parla@educa.madrid.org";"";"619";"601";"595";"640";"665";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"486";"456";"449";"483";"517";"120";"118";"111";"126";"119";"";"";"";"";"";"";"";"";"";"";"13";"27";"35";"31";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2684815";"-3.765857099999999"
"Madrid-Capital";"28073859";"IES";"MANUEL FRAGA IRIBARNE";"Avenida De Niceto Alcalá Zamora, 54 ";"Madrid";"Hortaleza";"28050";"912761503";"912749994";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073859";"ies.manuelfragairibarne.madrid@educa.madrid.org";"";"282";"343";"394";"406";"461";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"211";"277";"341";"329";"320";"71";"66";"53";"77";"141";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4988883";"-3.655556199999999"
"Madrid-Sur";"28033552";"IES";"MANUELA MALASAÑA";"Calle Del Desarrollo, 50 ";"Móstoles";"-";"28938";"916450593";"916470059";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28033552";"ies.malasana.mostoles@educa.madrid.org";"";"584";"539";"580";"562";"582";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"453";"420";"458";"440";"476";"131";"119";"122";"122";"106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3126973";"-3.8647937"
"Madrid-Oeste";"28042073";"IES";"MARGARITA SALAS";"Calle María Teresa León, 1 ";"Majadahonda";"-";"28220";"916340599";"916340056";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042073";"ies.margaritasalas.majadahonda@educa.madrid.org";"";"936";"998";"920";"907";"937";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"447";"422";"398";"396";"419";"489";"576";"522";"511";"518";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4652264";"-3.8684334"
"Madrid-Capital";"28038801";"IES";"MARIA DE MOLINA";"Calle De Mirabel, 22 ";"Madrid";"Latina";"28044";"917054289";"917054611";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038801";"ies.mariademolina.madrid@educa.madrid.org";"";"284";"315";"359";"389";"427";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"197";"211";"242";"273";"326";"87";"104";"117";"116";"101";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3804529";"-3.7806894"
"Madrid-Oeste";"28039128";"IES";"MARIA DE ZAYAS Y SOTOMAYOR";"Calle Del Romero, 2 ";"Majadahonda";"-";"28221";"916396611";"916396742";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039128";"ies.mariadezayas.majadahonda@educa.madrid.org";"";"715";"736";"802";"838";"780";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"257";"264";"261";"269";"254";"418";"407";"459";"487";"452";"40";"65";"82";"82";"74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4767903";"-3.8576915"
"Madrid-Oeste";"28042012";"IES";"MARIA GUERRERO";"Avenida Las Suertes, S/n ";"Collado Villalba";"-";"28400";"918508395";"918516563";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042012";"ies.mariaguerrero.colladovillalba@educa.madrid.org";"";"863";"881";"951";"1003";"1019";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"656";"693";"701";"715";"753";"207";"188";"230";"250";"228";"";"";"";"";"";"";"";"";"";"";"0";"0";"20";"38";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.62160770000001";"-4.0043296"
"Madrid-Este";"28028350";"IES";"MARIA MOLINER";"Avenida De España, 115 ";"Coslada";"-";"28822";"916710784";"916723611";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028350";"ies.mariamoliner.coslada@educa.madrid.org";"";"505";"506";"507";"559";"615";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"295";"335";"326";"381";"411";"142";"116";"122";"123";"141";"";"";"";"";"";"68";"55";"59";"55";"63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4226551";"-3.5495242"
"Madrid-Capital";"28077269";"IES";"MARIA RODRIGO";"Calle Talamanca Del Jarama, 2 ";"Madrid";"Villa de Vallecas";"28051";"912761532";"917031802";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077269";"ies.mariarodrigo.madrid@educa.madrid.org";"";"";"";"204";"342";"508";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"204";"342";"474";"";"";"0";"0";"34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3682846";"-3.6191769"
"Madrid-Sur";"28003900";"IES";"MARIA ZAMBRANO";"Calle Alpujarras, 52 ";"Leganés";"-";"28915";"916880222";"916804235";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003900";"ies.mariazambrano.leganes@educa.madrid.org";"";"875";"946";"962";"980";"1001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"553";"586";"601";"612";"661";"322";"360";"361";"368";"340";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3305717";"-3.747413799999999"
"Madrid-Capital";"28030952";"IES";"MARIANA PINEDA";"Calle Del Alcalde Garrido Juaristi, 6 ";"Madrid";"Moratalaz";"28030";"914302111";"914376702";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030952";"ies.marianapineda.madrid@educa.madrid.org";"";"158";"174";"196";"191";"199";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"112";"125";"131";"130";"58";"62";"71";"60";"69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4141455";"-3.6564606"
"Madrid-Capital";"28028431";"IES";"MARIANO JOSE DE LARRA";"Calle De Camarena, 181 ";"Madrid";"Latina";"28047";"917192105";"917192304";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028431";"ies.larra.madrid@educa.madrid.org";"";"863";"900";"920";"771";"733";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"456";"497";"514";"525";"560";"407";"403";"406";"246";"173";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.388275";"-3.753988"
"Madrid-Norte";"28002312";"IES";"MARQUES DE SANTILLANA";"Calle De La Isla Del Rey, 5 ";"Colmenar Viejo";"-";"28770";"918452114";"918463313";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002312";"ies.marquesdesantil.colmenarviejo@educa.madrid.org";"";"1091";"1091";"1013";"942";"884";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"657";"646";"610";"649";"670";"434";"445";"403";"293";"214";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6693344";"-3.770759"
"Madrid-Capital";"28039840";"IES";"MARQUES DE SUANZES";"Avenida Del Veinticinco De Septiembre, 3 ";"Madrid";"San Blas-Canillejas";"28027";"917414653";"913200619";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039840";"ies.marquesdesuanze.madrid@educa.madrid.org";"";"686";"742";"722";"728";"722";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"424";"437";"475";"470";"451";"262";"305";"247";"258";"271";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.44258749999999";"-3.6241975"
"Madrid-Sur";"28003201";"IES";"MATEMATICO PUIG ADAM";"Calle Toledo, 45 ";"Getafe";"-";"28901";"916950279";"916969962";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003201";"ies.puigadam.getafe@educa.madrid.org";"";"963";"952";"916";"782";"698";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"453";"461";"480";"504";"500";"510";"491";"436";"278";"198";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2974244";"-3.7353767"
"Madrid-Este";"28030903";"IES";"MATEO ALEMAN";"Avenida Del Ejército, 89 ";"Alcalá de Henares";"-";"28802";"918882431";"918889710";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030903";"ies.mateoaleman.alcala@educa.madrid.org";"";"729";"686";"636";"636";"585";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"259";"241";"206";"191";"154";"82";"65";"53";"42";"39";"217";"216";"217";"229";"221";"118";"106";"100";"105";"103";"35";"58";"60";"69";"68";"18";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4783873";"-3.3828129"
"Madrid-Sur";"28074669";"IES";"MENENDEZ PELAYO";"Avenida De Las Ciudades, S/n ";"Getafe";"-";"28903";"916821511";"916817291";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074669";"ies.menendezpelayo.getafe@educa.madrid.org";"";"978";"925";"857";"851";"820";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"705";"681";"630";"631";"610";"273";"244";"227";"220";"210";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3169471";"-3.7211993"
"Madrid-Este";"28002580";"IES";"MIGUEL CATALAN";"Avenida De José Gárate, S/n ";"Coslada";"-";"28823";"916727142";"916727111";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28002580";"ies.miguelcatalan.coslada@educa.madrid.org";"";"631";"607";"644";"641";"726";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"300";"307";"327";"360";"427";"134";"140";"170";"137";"118";"135";"114";"92";"90";"92";"0";"0";"0";"0";"22";"35";"46";"55";"54";"67";"27";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4296435";"-3.5462832"
"Madrid-Sur";"28050720";"IES";"MIGUEL DE CERVANTES";"Paseo De Arroyomolinos, 58 ";"Móstoles";"-";"28938";"916452469";"916466098";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050720";"ies.cervantes.mostoles@educa.madrid.org";"";"671";"699";"730";"784";"793";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"510";"541";"564";"616";"606";"149";"146";"153";"156";"174";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"0";"0";"0";"0";"";"";"";"";"";"5";"12";"13";"12";"13";"40.3088503";"-3.878248299999999"
"Madrid-Este";"28060385";"IES";"MIGUEL DE CERVANTES";"Avenida Del Conde De Coruña, 31 ";"Daganzo de Arriba";"-";"28814";"918841825";"918841830";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060385";"ies.migueldecervantes.daganzo@educa.madrid.org";"";"579";"666";"741";"775";"826";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"523";"537";"585";"612";"627";"56";"129";"156";"163";"199";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.54421";"-3.46351"
"Madrid-Capital";"28030162";"IES";"MIGUEL DELIBES";"Calle De Villaescusa, 17 ";"Madrid";"Ciudad Lineal";"28017";"917541070";"913270979";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030162";"ies.delibes.madrid@educa.madrid.org";"";"303";"298";"355";"403";"432";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"189";"202";"251";"259";"276";"114";"96";"104";"144";"156";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4218318";"-3.6318258"
"Madrid-Este";"28041445";"IES";"MIGUEL DELIBES";"Avenida De Juan Gris, 44 ";"Mejorada del Campo";"-";"28840";"916680143";"916681443";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041445";"ies.delibes.mejorada@educa.madrid.org";"";"343";"306";"324";"329";"442";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"292";"268";"291";"292";"384";"51";"38";"33";"37";"58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.390664";"-3.4845158"
"Madrid-Sur";"28058688";"IES";"MIGUEL DELIBES";"Calle Miguel Hernández, 2a ";"Torrejón de la Calzada";"-";"28991";"918106097";"918160211";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058688";"ies.migueldelibes.torrejondelacalzada@educa.madrid.org";"";"626";"660";"668";"700";"721";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"488";"536";"520";"533";"573";"138";"124";"148";"167";"148";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1930301";"-3.8051123"
"Madrid-Sur";"28042097";"IES";"MIGUEL HERNÁNDEZ";"Avenida De Carlos V, 1 ";"Móstoles";"-";"28936";"916468193";"916466051";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042097";"ies.miguelhernandez.mostoles@educa.madrid.org";"";"430";"426";"414";"432";"425";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"307";"301";"299";"317";"325";"123";"125";"115";"115";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.323981";"-3.8500077"
"Madrid-Capital";"28038355";"IES";"MIRASIERRA";"Calle De La Portera Del Cura, 4 ";"Madrid";"Fuencarral-El Pardo";"28034";"917346532";"913720171";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038355";"ies.mirasierra.madrid@educa.madrid.org";"";"1041";"1028";"1083";"1091";"1048";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"526";"555";"572";"576";"544";"220";"205";"192";"197";"222";"110";"99";"101";"104";"108";"185";"169";"218";"214";"174";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4910265";"-3.7150505"
"Madrid-Norte";"28077491";"IES";"MONTSERRAT CABALLÉ";"Calle De Eslovaquia, 2 ";"Tres Cantos";"-";"28760";"918572564";"917031644";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077491";"ies.montserratcaballe.trescantos@educa.madrid.org";"";"";"";"";"69";"138";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"69";"138";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6204885";"-3.714395"
"Madrid-Capital";"28031014";"IES";"MORATALAZ";"Calle Del Corregidor Diego De Valderrábano, 35 ";"Madrid";"Moratalaz";"28030";"914306809";"914394545";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031014";"ies.moratalaz.madrid@educa.madrid.org";"";"944";"908";"928";"948";"911";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"414";"405";"401";"400";"383";"530";"503";"527";"548";"528";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4125764";"-3.6581696"
"Madrid-Sur";"28038446";"IES";"NARCIS MONTURIOL";"Calle Leganés, 38 ";"Parla";"-";"28981";"916982811";"916981510";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038446";"ies.narcismonturiol.parla@educa.madrid.org";"";"1019";"1088";"1132";"1192";"1244";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"599";"635";"672";"700";"768";"213";"214";"206";"222";"224";"139";"127";"117";"126";"119";"";"";"";"";"";"68";"112";"137";"144";"133";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2435087";"-3.7761461"
"Madrid-Sur";"28074062";"IES";"NEIL ARMSTRONG";"Ronda San Sebastian, 10 ";"Valdemoro";"-";"28341";"639314247";"918019537";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074062";"ies.neilarmstrong.valdemoro@educa.madrid.org";"";"346";"483";"575";"592";"703";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"346";"483";"513";"488";"561";"0";"0";"62";"104";"142";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.18919229999999";"-3.6674612"
"Madrid-Sur";"28070974";"IES";"NICOLAS COPERNICO";"Avenida Del Sistema Solar, 8 ";"Parla";"-";"28983";"918295357";"918295364";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070974";"ies.nicolascopernico.parla@educa.madrid.org";"";"499";"650";"769";"829";"862";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"449";"569";"670";"723";"710";"50";"81";"99";"106";"152";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2282503";"-3.7618795"
"Madrid-Capital";"28020806";"IES";"NTRA. SRA. DE LA ALMUDENA";"Plaza De La Remonta, 17 ";"Madrid";"Tetuán";"28039";"915712857";"915711386";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020806";"ies.almudena.madrid@educa.madrid.org";"";"451";"449";"463";"787";"463";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"337";"310";"336";"327";"347";"114";"139";"127";"460";"116";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4639412";"-3.698522"
"Madrid-Este";"28025658";"IES";"NTRA. SRA. DE LA VICTORIA DE LEPANTO";"Calle De Luis De Requesens, 1 ";"Villarejo de Salvanés";"-";"28590";"918744170";"918742096";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28025658";"ies.victoria.villarejo@educa.madrid.org";"";"226";"294";"310";"283";"237";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"183";"174";"157";"144";"120";"";"";"";"";"";"43";"120";"153";"139";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1674754";"-3.2764903"
"Madrid-Capital";"28058603";"IES";"NUMANCIA";"Calle De Las Marismas, 14 ";"Madrid";"Puente de Vallecas";"28038";"915015001";"915014989";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058603";"ies.numancia.madrid@educa.madrid.org";"";"284";"255";"240";"248";"271";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"214";"196";"173";"193";"198";"70";"59";"67";"55";"73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4022085";"-3.6544713"
"Madrid-Capital";"28018381";"IES";"ORTEGA Y GASSET";"Calle Santa Fe, 4 ";"Madrid";"Moncloa-Aravaca";"28008";"915476635";"915413941";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28018381";"ies.ortegaygasset.madrid@educa.madrid.org";"";"994";"1075";"1022";"1064";"994";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"457";"472";"417";"431";"383";"349";"429";"407";"443";"445";"55";"49";"47";"42";"59";"133";"125";"151";"148";"107";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4316436";"-3.7357291"
